Accession	Protein	MW [kDa]	pI	Rank	Peptides	Scores	SpecCount	SeqCov	Vorkommen	vIa_30min	20a_30min	40a_30min	60a_30min	80a_30min	vIb_120min	20b_120min	40b_120min	60b_120min	80b_120min
gi|15799847	hypothetical protein Z0175 [Escherichia coli O157:H7 EDL933]	15,1	7,5	401	1	125.9 (M:125.9)	7	18,8	80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min					1	1	2	1	1	1
gi|55670066	Chain A, Crystal Structure Of Escherichia Coli Opgg	55,2	6,4	402	1	125.4 (M:125.4)	7	5,9	vIb_120min,20b_120min,40b_120min						3	2	2		
gi|1633142	Chain 1, SpermidinePUTRESCINE-Binding Protein Complexed With Spermidine (Dimer Form)	36,2	4,8	403	2	123.0 (M:123.0)	6	13,3	vIb_120min,20b_120min,40b_120min,60b_120min						1	2	2	1	
gi|15800769	3-phosphoshikimate 1-carboxyvinyltransferase [Escherichia coli O157:H7 EDL933]	46,1	5,3	404	3	122.9 (M:122.9)	5	11,7	vIb_120min,40b_120min,80b_120min						1		2		2
gi|191166809	tRNA pseudouridine synthase D [Escherichia coli B7A]	39,1	6,1	405	3	122.8 (M:122.8)	4	16,3	60a_30min,vIb_120min,40b_120min				1		1		2		
gi|15801396	cell division topological specificity factor MinE [Escherichia coli O157:H7 EDL933]	10,2	5	406	3	122.5 (M:122.5)	15	54,5	vIa_30min,20a_30min,40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2	3	2			2	2	2	1	1
gi|15802314	ferritin [Escherichia coli O157:H7 EDL933]	19,4	4,6	407	1	122.0 (M:122.0)	19	20	vIa_30min,20a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1		3	2	2	2	3	3	2
gi|116667427	Chain R, Structure Of The 30s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	8,2	10,9	408	1	121.5 (M:121.5)	15	31,9	vIa_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	2			2	2	2	2	1	3	1
gi|116667445	Chain K, Structure Of The 50s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	14,7	11,7	409	1	119.9 (M:119.9)	3	22,9	vIb_120min,80b_120min						1				2
gi|26109481	Glycine betaine-binding periplasmic protein precursor [Escherichia coli CFT073]	37,5	6,3	410	4	119.9 (M:119.9)	6	26,3	40a_30min,vIb_120min,20b_120min,60b_120min			1			2	2		1	
gi|193065884	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase [Escherichia coli E22]	53,2	5,4	411	2	118.2 (M:118.2)	6	8,1	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	1	2	1	1
gi|16129817	conserved protein [Escherichia coli str. K-12 substr. MG1655]	26,4	4,6	412	1	118.2 (M:118.2)	13	9,8	vIa_30min,20a_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	2		1		1	2	2	2	2
gi|157829878	Chain A, The Structure Of The Translational Initiation Factor If1 From Escherichia Coli, Nmr, 19 Structures	8	9,4	413	2	118.0 (M:118.0)	9	71,4	40a_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min			1	1		1	2	1	1	2
gi|50513341	Chain A, 2.1 Angstrom Crystal Structure Of Ksga: A Universally Conserved Adenosine Dimethyltransferase	27,9	6,2	414	1	117.7 (M:117.7)	4	7,9	vIb_120min,20b_120min,40b_120min						1	2	1		
gi|187776237	YbiS protein [Escherichia coli O157:H7 str. EC4196]	33,1	6	415	3	117.4 (M:117.4)	7	27	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	2	1	1	2
gi|146724	enzyme III-Man function protein (manX (ptsL))	34,3	9,3	416	3	117.1 (M:117.1)	8	17,5	20a_30min,20b_120min,40b_120min,60b_120min		1					3	2	2	
gi|110640420	DL-methionine transporter ATP-binding subunit [Escherichia coli 536]	37,7	5,9	417	2	115.2 (M:115.2)	4	13,7	vIb_120min,20b_120min,40b_120min						2	1	1		
gi|30749947	Chain A, Nmr Fold Of The Outer Membrane Protein Ompx In Dhpc Micelles	16,3	4,9	418	2	114.3 (M:114.3)	13	25,2	20a_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1		2		1	3	2	3	1
gi|15799840	iron-sulfur cluster insertion protein ErpA [Escherichia coli O157:H7 EDL933]	12,1	3,9	419	2	112.8 (M:112.8)	19	33,3	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	3	3	2	1	1	1	3	1	2	2
gi|116667428	Chain S, Structure Of The 30s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	9,8	10,9	420	2	111.8 (M:111.8)	10	39,1	vIa_30min,60a_30min,80a_30min,20b_120min,60b_120min,80b_120min	1			2	1		1		4	1
gi|15802227	L-serine dehydratase 1 [Escherichia coli O157:H7 EDL933]	48,7	5	421	2	111.4 (M:111.4)	6	7,5	vIa_30min,20a_30min,vIb_120min,20b_120min,60b_120min,80b_120min	1	1				1	1		1	1
gi|26248801	thiosulfate transporter subunit [Escherichia coli CFT073]	37,6	9,2	422	3	111.2 (M:111.2)	9	13,9	40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min			1			1	2	2	2	1
gi|15804852	leucyl aminopeptidase [Escherichia coli O157:H7 EDL933]	54,8	7	423	2	110.8 (M:110.8)	5	6,2	vIb_120min,20b_120min,60b_120min						2	2		1	
gi|215486981	predicted oxidoreductase [Escherichia coli O127:H6 str. E2348/69]	20	7,8	424	2	109.9 (M:109.9)	5	20,2	20a_30min,20b_120min,40b_120min		1					2	2		
gi|51247222	Chain A, Crystal Structure Of E.Coli Glucokinase (Glk)	35,1	6,3	425	2	109.7 (M:109.7)	6	10,7	40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min			1			1	2	1	1	
gi|117625023	hypothetical protein APECO1_3736 [Escherichia coli APEC O1]	49,9	6	426	2	109.1 (M:109.1)	7	7,4	40a_30min,vIb_120min,20b_120min,40b_120min,60b_120min			1			2	2	1	1	
gi|218703293	carbamoyl-phosphate synthase large subunit [Escherichia coli UMN026]	117,7	5,1	427	2	107.9 (M:107.9)	4	3	vIb_120min,20b_120min						2	2			
gi|157158469	putative ABC transporter ATP-binding protein YhbG [Escherichia coli E24377A]	26,8	5,7	428	2	107.2 (M:107.2)	5	19,5	80a_30min,vIb_120min,20b_120min,60b_120min,80b_120min					1	1	1		1	1
gi|15803183	hypothetical protein Z3964 [Escherichia coli O157:H7 EDL933]	15,9	6,1	429	2	107.0 (M:107.0)	6	25	vIb_120min,20b_120min,40b_120min,80b_120min						1	3	1		1
gi|13399696	Chain A, E. Coli (Lac Z) Beta-Galactosidase (Ncs Constrained Monomer- Monoclinic)	116	5,2	430	2	106.6 (M:106.6)	6	4	20b_120min,40b_120min,60b_120min,80b_120min							1	1	3	1
gi|190570382	MobA [Escherichia coli]	56,8	9,6	431	4	106.6 (M:106.6)	14	6,2	vIa_30min,20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	4	1			1	1	1	2	2	2
gi|15802068	hypothetical protein Z2676 [Escherichia coli O157:H7 EDL933]	12,9	4,5	432	1	103.8 (M:103.8)	3	21,7	40a_30min,vIb_120min,80b_120min			1			1				1
gi|110643391	hypothetical protein ECP_3238 [Escherichia coli 536]	20	9,9	433	1	103.6 (M:103.6)	4	15,2	vIb_120min,20b_120min,40b_120min,60b_120min						1	1	1	1	
gi|191165539	conserved hypothetical protein [Escherichia coli B7A]	10,3	4,1	434	1	102.3 (M:102.3)	4	27,7	20b_120min,40b_120min							2	2		
gi|110641138	ABC transporter ATPase component [Escherichia coli 536]	72	5,2	435	2	102.0 (M:102.0)	4	6,6	vIb_120min,20b_120min,40b_120min						2	1	1		
gi|89107304	predicted lipoprotein [Escherichia coli W3110]	20,9	9,4	436	2	101.9 (M:101.9)	9	17,7	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1				1	1	1	3	1
gi|193071061	acetolactate synthase, large subunit, isozyme II [Escherichia coli E110019]	59,1	5,1	437	2	101.5 (M:101.5)	4	12,6	vIb_120min,20b_120min,80b_120min						2	1			1
gi|215487471	undecaprenyl phosphate-L-Ara 4FN transferase [Escherichia coli O127:H6 str. E2348/69]	36,2	7,9	438	1	101.2 (M:101.2)	2	7,1	60b_120min									2	
gi|52695824	Chain A, Tsx Structure Complexed With Thymidine	32,2	5,4	439	2	101.1 (M:101.1)	5	16,9	vIb_120min,20b_120min,80b_120min						1	1			3
gi|145584	preperiplasmic 2',3'-cyclic phosphodiesterase	70,7	5,4	440	2	100.7 (M:100.7)	5	6,3	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1					1	1	1	1	
gi|117624231	UDP-glucose 6-dehydrogenase [Escherichia coli APEC O1]	43,6	6	441	2	100.5 (M:100.5)	4	13,1	vIb_120min,20b_120min,40b_120min						2	1	1		
gi|13096287	Chain A, The Structure Of The Yrdc Gene Product From E.Coli	20,3	4,8	442	2	100.0 (M:100.0)	4	21,5	vIa_30min,20a_30min,20b_120min,80b_120min	1	1					1			1
gi|147152	phosphofructokinase-2 (pfkB)	32,4	5,7	443	1	100.0 (M:100.0)	4	7,1	vIb_120min,20b_120min,40b_120min						1	1	2		
gi|157829998	Chain A, Sulfite Reductase Structure At 1.6 Angstrom Resolution	55,6	9,2	444	3	99.5 (M:99.5)	6	9,5	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1					1	2	1	1	
gi|170683318	DEAD/DEAH box helicase domain-containing protein [Escherichia coli SMS-3-5]	237	6,4	445	6	99.1 (M:99.1)	7	3,6	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1	1				1	1	2	1	
gi|16130031	galactitol-specific enzyme IIB component of PTS [Escherichia coli str. K-12 substr. MG1655]	10,2	5,8	446	1	99.0 (M:99.0)	5	26,6	20a_30min,80a_30min,20b_120min,80b_120min		1			1		1			2
gi|42366	pfkA [Escherichia coli]	34,7	5,1	447	1	98.7 (M:98.7)	5	8,4	vIb_120min,20b_120min,40b_120min,60b_120min						1	1	1	2	
gi|194438646	3-octaprenyl-4-hydroxybenzoate carboxy-lyase [Escherichia coli 101-1]	55,6	5,2	448	3	97.9 (M:97.9)	4	7,4	vIa_30min,60a_30min,vIb_120min,40b_120min	1			1		1		1		
gi|193071578	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Escherichia coli E110019]	25,9	4,8	449	2	97.4 (M:97.4)	3	21,6	vIb_120min,60b_120min						2			1	
gi|157829875	Chain A, Reduced Form Selenomethionine-Labelled Hydroxymethylbilane Synthase Determined By Mad	33,2	5,2	450	2	95.3 (M:95.3)	6	11,4	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min	1	1				2	1	1		
gi|26249726	hypothetical protein c3899 [Escherichia coli CFT073]	31,4	5,8	451	3	95.3 (M:95.3)	4	20,6	vIb_120min,20b_120min,40b_120min,60b_120min						1	1	1	1	
gi|15803059	putative ATP synthase beta subunit [Escherichia coli O157:H7 EDL933]	26,9	5,8	452	2	95.1 (M:95.1)	4	16,3	vIb_120min,20b_120min,40b_120min,60b_120min						1	1	1	1	
gi|187776450	C-terminal processing peptidase [Escherichia coli O157:H7 str. EC4196]	76,3	6,2	453	2	95.1 (M:95.1)	4	6,5	vIb_120min,20b_120min,40b_120min						1	2	1		
gi|146661	acyl-[acyl carrier protein]--UDP-N -acetylglucosamine O-acyltransferase	28	6,5	454	1	94.9 (M:94.9)	4	10,3	vIb_120min,20b_120min,40b_120min						1	2	1		
gi|89107817	predicted methyltransferase [Escherichia coli W3110]	41	5,6	455	1	94.8 (M:94.8)	6	7,6	vIb_120min,20b_120min,40b_120min						2	2	2		
gi|191166656	peptide chain release factor 1 [Escherichia coli B7A]	35,9	4,9	456	3	94.8 (M:94.8)	4	14,6	20b_120min,40b_120min							2	2		
gi|16128066	3-isopropylmalate isomerase subunit, dehydratase component [Escherichia coli str. K-12 substr. MG1655]	49,9	5,9	457	1	94.8 (M:94.8)	4	6,9	vIb_120min,20b_120min,40b_120min						1	1	2		
gi|215486581	predicted DNA-binding transcriptional regulator [Escherichia coli O127:H6 str. E2348/69]	27,5	5,8	458	1	93.2 (M:93.2)	3	15,3	20b_120min,40b_120min							2	1		
gi|194436678	conserved hypothetical protein [Escherichia coli 101-1]	12,8	4,8	459	1	93.0 (M:93.0)	4	24,1	vIb_120min,20b_120min,40b_120min,60b_120min						1	1	1	1	
gi|34810289	Chain A, Crystal Structure Of Sspb	11,7	4,8	460	1	92.9 (M:92.9)	5	22,9	vIb_120min,20b_120min,40b_120min						1	3	1		
gi|157159528	ATP-dependent helicase HepA [Escherichia coli HS]	109,6	4,9	461	3	91.7 (M:91.7)	8	4	vIb_120min,20b_120min,40b_120min,60b_120min						2	3	1	2	
gi|15803055	iron-sulfur cluster assembly protein [Escherichia coli O157:H7 EDL933]	11,5	4,6	462	1	91.3 (M:91.3)	3	23,4	vIb_120min,20b_120min,60b_120min						1	1		1	
gi|89108122	aconitate hydratase 1 [Escherichia coli W3110]	97,6	5,5	464	4	91.0 (M:91.0)	5	9,1	vIb_120min,40b_120min						4		1		
gi|43257	unnamed protein product [Escherichia coli]	69,3	6,1	466	2	89.5 (M:89.5)	3	5,7	vIb_120min,20b_120min						1	2			
gi|15800145	transcription antitermination protein NusB [Escherichia coli O157:H7 EDL933]	15,7	7,5	467	2	89.2 (M:89.2)	7	31,7	20a_30min,20b_120min,40b_120min,60b_120min,80b_120min		1					2	1	1	2
gi|146052	g30k	8	4,5	468	1	89.1 (M:89.1)	5	31,9	vIb_120min,20b_120min,40b_120min,60b_120min						2	1	1	1	
gi|16131795	acetylornithine deacetylase [Escherichia coli str. K-12 substr. MG1655]	42,3	5,5	469	2	88.9 (M:88.9)	6	12,8	vIa_30min,20a_30min,vIb_120min,20b_120min,80b_120min	1	1				1	2			1
gi|15802828	NADH dehydrogenase subunit I [Escherichia coli O157:H7 EDL933]	20,5	5,3	470	2	88.8 (M:88.8)	13	16,7	20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1				3	3	2	3	1
gi|16128453	adenine phosphoribosyltransferase [Escherichia coli str. K-12 substr. MG1655]	19,8	5,1	471	1	88.7 (M:88.7)	9	16,9	vIa_30min,20a_30min,40a_30min,vIb_120min,20b_120min,60b_120min,80b_120min	1	1	1			2	2		1	1
gi|170679960	thiamine biosynthesis/tRNA modification protein ThiI [Escherichia coli SMS-3-5]	54,9	6,2	472	3	88.5 (M:88.5)	5	8,9	20a_30min,vIb_120min,20b_120min,60b_120min,80b_120min		1				1	1		1	1
gi|5107422	Chain A, Gtp Cyclohydrolase I (H112s Mutant) In Complex With Gtp	24,6	6,9	473	1	88.1 (M:88.1)	6	14,9	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	1	1	2	1
gi|15804600	malate synthase [Escherichia coli O157:H7 EDL933]	60,2	5,3	474	3	88.0 (M:88.0)	4	6,8	20b_120min,40b_120min,60b_120min							1	2	1	
gi|305016	similar to S. typhimurium OmpR [Escherichia coli]	26,1	5,2	476	2	87.9 (M:87.9)	6	19	60a_30min,vIb_120min,20b_120min,40b_120min,80b_120min				1		1	1	2		1
gi|193071068	PTS system fructose-specific phosphotransferase enzyme IIA component [Escherichia coli E110019]	39,7	4,7	477	2	87.7 (M:87.7)	6	9	vIa_30min,20a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1	1				1	1	1	1	
gi|193068305	ATP-dependent RNA helicase SrmB [Escherichia coli E110019]	49,9	9,8	479	2	84.9 (M:84.9)	3	8,1	vIb_120min,20b_120min,40b_120min						1	1	1		
gi|170680383	fumarate reductase, flavoprotein subunit [Escherichia coli SMS-3-5]	66	5,9	480	2	84.7 (M:84.7)	5	3,8	vIb_120min,20b_120min,40b_120min,80b_120min						2	1	1		1
gi|7245651	Chain A, Udp-N-Acetylmuramoyl-L-Alanine:d-Glutamate Ligase	46,7	5	481	2	84.4 (M:84.4)	4	9,4	20b_120min,40b_120min,60b_120min,80b_120min							1	1	1	1
gi|116667456	Chain X, Structure Of The 50s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	6,2	11,4	482	1	84.2 (M:84.2)	7	35,7	vIa_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1				1	1	1	1	1	1
gi|215486206	Efa1/LifA-like protein [Escherichia coli O127:H6 str. E2348/69]	298,1	8,8	484	4	83.5 (M:83.5)	7	1,5	vIb_120min,20b_120min,60b_120min,80b_120min						1	3		1	2
gi|3318867	Chain A, D-Ribose-Binding Protein From Escherichia Coli	28,5	6	485	1	82.9 (M:82.9)	5	11,1	vIb_120min,20b_120min,60b_120min,80b_120min						1	2		1	1
gi|38704022	hypothetical protein ECs2542 [Escherichia coli O157:H7 str. Sakai]	18,1	4,5	487	1	82.6 (M:82.6)	2	11,5	20a_30min,60b_120min		1							1	
gi|99032667	Chain A, Crystal Structure Of Recombinant Type I Fructose-1,6- Bisphosphatase From Escherichia Coli Complexed With Sulfate Ions	36	5,6	488	2	82.0 (M:82.0)	7	10,7	vIa_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1					1	2	1	1	1
gi|168986288	imidazole glycerol phosphate synthase [Escherichia coli O55:H7]	21,6	5,2	489	3	81.6 (M:81.6)	4	21,9	vIa_30min,vIb_120min,20b_120min,60b_120min	1					1	1		1	
gi|116667451	Chain R, Structure Of The 50s Subunit Of A Pre-Translocational E. Coli Ribosome Obtained By Fitting Atomic Models For Rna And Protein Components Into Cryo-Em Map Emd-1056	10,2	10,5	490	3	81.3 (M:81.3)	6	40,2	20b_120min,60b_120min,80b_120min							1		2	3
gi|218704209	Putative Terminase, ATPase subunit from bacteriophage origin [Escherichia coli UMN026]	68	9,4	491	3	79.1 (M:79.1)	9	5,4	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,40b_120min	1	1	1	2	1	1		2		
gi|21465504	Chain A, Selenomethionine Substituted N-Acetyl-L-Glutamate Kinase From Escherichia Coli Complexed With Its Substrate N- Acetyl-L-Glutamate And Its Substrate Analog Amppnp	26,1	5,3	493	1	78.8 (M:78.8)	5	16	vIb_120min,20b_120min,40b_120min,80b_120min						2	1	1		1
gi|188496373	formate dehydrogenase accessory protein FdhE [Escherichia coli 53638]	34,6	5	494	2	78.4 (M:78.4)	5	14,9	20b_120min,40b_120min,60b_120min							2	2	1	
gi|602963	ORF4	27,3	10	496	2	78.2 (M:78.2)	3	13,6	80a_30min,vIb_120min,60b_120min					1	1			1	
gi|215488525	isoprenoid biosynthesis protein with amidotransferase-like domain [Escherichia coli O127:H6 str. E2348/69]	22,9	4,5	498	1	78.1 (M:78.1)	8	16,1	20a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1			1	2	1	1	1	1
gi|157157572	ATP-dependent DNA helicase DinG [Escherichia coli E24377A]	81,4	7,9	499	4	77.9 (M:77.9)	5	5,4	80a_30min,vIb_120min,20b_120min,60b_120min					1	2	1		1	
gi|16131371	predicted DNA (exogenous) processing protein [Escherichia coli str. K-12 substr. MG1655]	31,9	9,1	500	1	77.8 (M:77.8)	4	13,6	vIb_120min,20b_120min,40b_120min						2	1	1		
gi|218694907	stress-induced protein [Escherichia coli 55989]	35,7	5	502	1	77.2 (M:77.2)	12	9,2	vIa_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1			1	1	2	1	2	1	3
gi|88191724	Chain A, Structure Of Kdpg Aldolase E45n Mutant	22,3	5,9	503	1	77.1 (M:77.1)	12	15	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1	1	1	2	1	1	1	2
gi|58177569	Chain A, Dctp Deaminase From Escherichia Coli- E138a Mutant Enzyme In Complex With Dctp	20,7	5,8	504	1	76.9 (M:76.9)	2	11,6	40b_120min,60b_120min								1	1	
gi|118137669	Chain A, Escherichia Coli Murc	51,6	5,5	506	2	76.4 (M:76.4)	5	8,8	40b_120min,60b_120min,80b_120min								1	2	2
gi|160877713	Chain A, E. Coli Methionine Aminopeptidase Monometalated With Inhibitor Ye6	28,9	5,9	507	1	76.3 (M:76.3)	5	9,6	vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min						1	1	1	1	1
gi|147052	protein of unknown function (utu)	16,8	9,1	508	2	76.0 (M:76.0)	4	49,4	40a_30min,20b_120min,80b_120min			1				2			1
gi|26247170	hypothetical protein c1297 [Escherichia coli CFT073]	20,7	4	509	2	76.0 (M:76.0)	4	25	20a_30min,80b_120min		1								3
gi|218556716	ribosome small subunit-dependent GTPase A [Escherichia coli IAI1]	39,1	5,4	510	2	75.6 (M:75.6)	10	10,9	20a_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min		1		1		1	1	3	2	1
gi|170679893	ISL3 family transposase [Escherichia coli SMS-3-5]	61,6	11,9	516	3	72.5 (M:72.5)	4	5,6	20a_30min,vIb_120min,40b_120min,60b_120min		1				1		1	1	
gi|16128120	predicted transporter subunit: ATP-binding component of ABC superfamily [Escherichia coli str. K-12 substr. MG1655]	34,6	9,1	518	2	72.4 (M:72.4)	6	9,7	vIb_120min,20b_120min,40b_120min,60b_120min						1	1	3	1	
gi|581135	unnamed protein product [Escherichia coli]	132,7	4,9	520	3	71.4 (M:71.4)	5	3,2	vIb_120min,40b_120min,60b_120min,80b_120min						1		1	1	2
gi|15801217	putative metallodependent hydrolase [Escherichia coli O157:H7 EDL933]	29,8	5,1	521	2	71.0 (M:71.0)	5	14,7	vIb_120min,20b_120min,60b_120min						2	1		2	
gi|148179	threonine deaminase [Escherichia coli]	56,1	5,5	523	1	70.7 (M:70.7)	2	4,5	vIb_120min,40b_120min						1		1		
gi|42358	unnamed protein product [Escherichia coli]	71,7	5,4	524	2	70.7 (M:70.7)	5	4,3	20a_30min,vIb_120min,40b_120min,60b_120min		1				1		1	2	
gi|5107658	Chain A, Crystal Structure Of Nad(P)h:flavin Oxidoreductase From Escherichia Coli	26,1	5,2	527	1	69.0 (M:69.0)	2	15,9	60b_120min,80b_120min									1	1
gi|194430262	type-IV secretion system protein TraC [Escherichia coli B171]	97,9	5,8	528	4	68.7 (M:68.7)	6	5,9	vIa_30min,20a_30min,80a_30min,60b_120min,80b_120min	1	1			1				2	1
gi|114793506	Chain A, Structure Of The Dsba Mutant (P31g-C33a)	21	5,3	529	3	68.6 (M:68.6)	5	32,8	20a_30min,vIb_120min,20b_120min,80b_120min		1				1	2			1
gi|15804401	flavin mononucleotide phosphatase [Escherichia coli O157:H7 EDL933]	27	5,8	533	1	67.8 (M:67.8)	4	19	vIb_120min,20b_120min,40b_120min,80b_120min						1	1	1		1
gi|215486218	predicted type I restriction-modification enzyme, M subunit [Escherichia coli O127:H6 str. E2348/69]	91	6,3	534	3	67.3 (M:67.3)	10	4,4	80a_30min,vIb_120min,40b_120min,60b_120min					2	3		2	3	
gi|170679605	glycine betaine/L-proline ABC transporter, ATP binding protein [Escherichia coli SMS-3-5]	44,1	5,4	535	2	66.9 (M:66.9)	13	8,5	vIa_30min,20a_30min,40a_30min,60a_30min,80a_30min,vIb_120min,20b_120min,40b_120min,60b_120min,80b_120min	1	1	1	1	1	1	2	3	1	1
gi|26109350	Protein yfiD [Escherichia coli CFT073]	15	5,5	537	2	66.4 (M:66.4)	6	17,3	vIa_30min,60a_30min,vIb_120min,20b_120min,40b_120min,60b_120min	1			1		1	1	1	1	
gi|218704721	dihydroxyacetone kinase, C-terminal domain [Escherichia coli UMN026]	22,6	5,1	538	1	66.1 (M:66.1)	3	10	vIb_120min,20b_120min,40b_120min						1	1	1		
gi|15803093	ribonuclease III [Escherichia coli O157:H7 EDL933]	25,5	6,5	540	3	64.7 (M:64.7)	7	15	vIa_30min,20a_30min,20b_120min,40b_120min	2	1					2	2		
gi|193068672	2-methylcitrate dehydratase [Escherichia coli E110019]	54	5,6	541	3	64.6 (M:64.6)	4	6	20a_30min,20b_120min,60b_120min		1					1		2	
